text,category,emotion
எந்த ஒரு வண்ணியனும் எதிர் பார்த்து காத்து கொண்டிருந்த படம்...... எங்க வீட்டு பொண்ண மட்டுமில்ல மண்ண கூட தொட முடியாது..... சேலம் ஆத்தூர்.... வன்னியர்,Positive,disgust
சேலம் வன்னியர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,Positive,sadness
"Devar ayya unga jaadhi pasanga eppadinnu solla thevai illa ellarume manidhargal dhan thappu ellarum pandranunga neenga panna time pass ,matra jadhikkaran senja adhu naadaga kadhal poittu,police station laum,Court laum paarunga yaar veettu pasanga kettavangannu therium",Mixed_feelings,anger
Intha kalathula media and movie rmba mukiyam,Positive,surprise
செம மாஸ் டிரைலர் வாழ்த்துக்கள் மோகன் ஜி,Positive,joy
அட நாய்களா தமிழன் நாட்டில் இவ்வளவு சாதி வெறி பிடித்த நாய்கள் உள்ளதா கடவுள் என்று ஒன்று இருந்தால் இந்த நாய்கள் அனைவரும் அழியட்டும் இல்லை தமிழ்நாடு முழுவதும் இப்படி தான் இருக்குமானால் தமிழ் நாடு நாசமாகி போகட்டும் அழிந்து போகட்டும் இந்த கமெண்ட் எல்லாம் பார்க்கும் போது ஒன்று மட்டும் தெரிகிறது இங்கே சாதி என்பது எவ்வளவு உரீ போய் உள்ளது என்று இனி இது தமிழ்நாடு கிடையாது சாதி நாடு னு மாற்று,Mixed_feelings,love
Mediava ipathan sariya use pana kathukitanga,Negative,surprise
மிகவும் அருமை. இந்த படம் வெற்றி அடைய வாழ்த்துக்கள்,Positive,neutral
Director Asuran paathu backburning la padam eduthurkaan.  Adhukulla Karnan announce pannitaanga.,Mixed_feelings,disgust
Eenda keezh jaadhi pasangadhan appadi irukkangannu thappa vimarsanam seiyadhinga da Ella jaadhi pasangalum nalla pasanga dhan een  MBC paiyan BC ponna eamaththalaya periya arivali madhiri padam eduththutta makkal pirinjiduvangala indha padam edutha naaya seruppala adikkanum,Negative,sadness
Oru trailer ellam Sathi onna irruku intha naigaluku erhira....,unknown_state,anger
Pala naaal kanavu  now it comes tru...,unknown_state,surprise
Kumbakonam padam trailer semma .....           Waiting for movie,Positive,joy
கருணாஸ் ஜாதிவெறி பிடித்தவன் அவனை ஏன் இந்த படத்தில் நடிக்கவச்சிங்க?,Negative,love
பிரச்சனை எங்கும் உள்ளது ஆனால்  பட்டியல் இனம் அல்லாதவர்கள் பிரச்சனையை   வெளி உலகுக்கு காட்டும் படத்தை அழிக்க நினைத்தால் என்ன நாயம் உள்ளது,unknown_state,surprise
சாவுங்கடா....வாழ்த்துக்கள் மோகன் சார்......... உங்களுக்கு வந்த ரத்தம் எங்களுக்கு வந்த தக்காளி சட்னியா,unknown_state,neutral
திரௌபதி வன்னியர் குல தெய்வம்...  சாதிக்கு அப்பாற்பட்ட சமூகமே வளம் பெறும்,unknown_state,disgust
உங்களிடம் என்னுடைய கேள்வி. நான் இந்த நாடக காதலை நேரில் சந்தித்த அனுபவம் உள்ளவன். நான் நாடக காதலை மிகவும் வண்மையாக எதிர்பவன். எனது சாதி தேவேந்திர குல வேளாளர் நாங்கள் சாதிய பட்டியல் வெளியேற்றத்தை வேண்டி போராடுபவர்கள். நாங்கள் கல்வி மற்றும் ஒழுக்கம் மட்டுமே எங்களை முன்னேற்றும் என்ற கொள்கையை அடிப்படையாகக் கொண்டவர்கள் ஆனால் எங்களையும் நாடக காதல் கும்பலுடன் சேர்த்து பார்ப்பது சரியா? அசுரன் திரைப்படம் எங்களுடைய கண்ணீர் வரலாறு அதையும் சேர்த்து இகழ்ந்து பேசுவது சரியா? எங்களை தனிமைபடுத்துவது சரியா? மனம் வருந்தி கேட்கிறேன்.,unknown_state,sadness
ஒரே மண்ல பிறக்குறோம் ஒரே மொழி பேசுறோம். நண்பர்களே போதும்.. காற்றில் விஷம் பரவுகிறது... அக்கறையுடன் தமிழன்.. உடனே நீ அந்த குருப் இந்த குருப் னு வராதீங்க...அக்கினி குஞ்சொன்று கண்டேன்,unknown_state,anger
ஜாதி பேர் செல்லி நம்மை அடிநினைஜாதிவெறி நாய்களுக்கு தரமான செருப்படி படம். இத்தனை நாட்களாக இதைப்போன்ற படத்தை தான் எதிர் பார்த்தேன். நாயுடுகள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்.,Positive,surprise
திருச்சி முத்தரையர் சமுதாயம்  சார்பாக திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்,Positive,joy
"OMG TN la ithana caste irukka🤔 technology koodave modern aah caste um develop aayite thaa irukku.... list perusa poitu irukku,...",unknown_state,love
தேவேந்திர குல வேளாளர் சமூகத்தின் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,Positive,surprise
ஜாதி கூதி னு வரவனுங்களை வெட்டனும் முதல்ல..,Negative,neutral
படம் மாபெரும் வெற்றி பெற வாழ்த்துக்கள்,Positive,disgust
திரைப்படம் அசுர வெற்றி பெற தமிழக பிராமணர் சார்பாக மனமார்ந்த வாழ்த்துக்கள்!!!,Positive,sadness
"சங்ககால தமிழன் சார்பில் இத்திரைபடம் வெற்றி பெற வாழ்த்துக்கள்,,,,,,",Positive,anger
Vera Level Da Trailer  Waiting for release date Devan da,Positive,surprise
Movie  kandippa 100% success movie  na ithu movie all kongu vellalar goundergal  sarppaga vazhthugal,Positive,joy
தலைவா............ சாதி கல்வி முறை ஓதுக்கீடு... அரசு துறையில் ஓதுக்கீடு.. சாதி மானியம் .. என பல காலமாக பல சலுகைகளைகொடுத்து... இளைஞர்களை பிரித்து வைத்துள்ளார்கள்.....   திறமை உள்ளவனுக்கு அரசு வேலை கிடைத்தால் தானே.... கல்வி க்கு பெருமை.....    அதிக மதிப்பெண் எடுத்தவனை விட குறைவாக மதிப்பெண் எடுத்தவனுக்கு அரசு வேலை...   எப்படி னு கேட்டால் சாதி ஓதுக்கீடு   சாதி யா  அரசு வேலை செய்ய போகிறதூ🤬🤬   ஆனால் சாதி அடிப்படையில் அரசு போட்டி தேர்வில் இட ஒதுக்கீடுகொடுப்பது போல் பல இடங்களில் சாதி வெறியினை மறைமுகமாக தூண்டி விடுகிறார்கள்.....,unknown_state,love
"நாயக்கர்,வன்னியர்,கவுண்டர்,தேவர்,வீட்டுப் பெண்களுக்கு எதிராக நடக்கும் நாடகக் காதலுக்கு மிகச்சிறந்த எடுத்துக்காட்டான படம் திரெளபதி வெற்றி பெற வாழ்த்துக்கள்",Positive,surprise
முட்டாள்களே இன்று நடந்த அகரம் புத்தக வெளியீட்டு விழாவில் ஒரு மாணவி பேசிய பேச்சை கேட்டு நடிகர் சூர்யா அமைச்சர் கண்களால் கண் கலங்கினார்கள் என்று செய்தி கேட்டீர்களா அந்த வீடியோவை பார்த்த ஒவ்வொருவருக்கும் கண்ணில் நீர் வரும் இதயம் கனக்கும் அந்தக் கண்ணீரில் ஜாதி இல்லை ஜாதி வன்மம் இல்லை தூய அன்பு மட்டும்தான் உள்ளது உங்களிடம் அன்பு ஒரு துளியும் இல்லை ஜாதி வெறி மட்டுமே உள்ளது வாழ்த்துக்கள்,Positive,neutral
எங்குட்டோஓஓஓ கலவரம் வராம படம் ஓடுனா சரிதாஆஆஆஆ,unknown_state,disgust
உங்க கிராமத்துல யார் வரணும் வரக்கூடாது என்று முடிவு பண்ணுங்க அதேபோல காற்று எப்படி வீசனும் எங்கிருந்து வீசனும் முடிவு பண்ணுங்க மழை எப்படி பெய்யனும்  முடிவு பண்ணுங்க. உங்க ஜாதிக்காரன் விளைவிக்கிற நெல்ல மட்டும் சாப்பிடுங்க உங்க ஜாதிக்காரன் நெய்யர துணியை மட்டும் உடுத்துங்க ஜாதிக்காரன் செய்கிற வண்டியை மட்டும் பயன்படுத்துங்கள் உங்க ஜாதிக்காரன் நாட்டிலிருந்து வர பெட்ரோல் மட்டும் பயன்படுத்துங்கள் அதே போல உங்க ஜாதி காரங்க சுவாசிக்க காற்று மட்டும் நீங்க சுவாசிங்க ரொம்ப நல்லா இருக்கும்.,Mixed_feelings,sadness
தைரியம் ஆண்மகன் அழகு வாழ்த்துக்கள் team mets,Positive,anger
கொங்கு மண்டல கொங்கு வேட்டுவக்கவுண்டர்கள் சார்பாக படம் வெற்றியடைய வாழ்த்துகள்,Positive,surprise
வேலூர் முத்தரையர் நாயக்கர்  சார்பாக  படம் வெற்றி பெற வாழ்த்துக்கள்,Positive,joy
தமிழ்நாடு சேனைத்தலைவர் சங்கம் சார்பாக வாழ்த்துக்கள் வீரபாகு பேரவை,Positive,love
எங்களுக்கு மண்ணு பொண்ணு ரொம்ப முக்கியம் அதுல யாரு கைய வச்சாலும் அவன் கைய வெட்டுவோம்,unknown_state,surprise
"கடந்த இரண்டு நாளா , நாடக கோஷ்டியின் கதரல்  சத்தம் ரொம்பவே அதிகமா இருக்கு... Happiness movie, Thanks mohan.g",unknown_state,neutral
Devendra Kula vellalar samugathin saarbaga valthukkal,Positive,disgust
தமிழ் திரையுலக ஆண்மகன் மோகன் அண்ணாவிற்கு இராமநாதபுரம் மாவட்ட மக்கள் சார்பாக வாழ்த்துக்கள்,Positive,sadness
கொங்கு மண்டல விவசாயிகள் & அஇஅதிமுக சார்பாக வெற்றி விழா காண வாழ்த்துக்கள்...,Positive,anger
திரௌபதி டிரெய்லர் பாத்து எரியுதோ இல்லையோ இங்க இருக்க கமென்ட்..ah பாத்தே கலங்குறானுக.. பா  வாழ்த்துக்கள் திரௌபதி team,Positive,surprise
Tamil cinema la oru tharamaana sambavam...,unknown_state,joy
"இந்த படம் வெற்றி பெற வாழ்த்துக்கள்...  இன்னும் இது போல பல படங்களை பெரிய பொருட்செலவில் எடுக்க வேண்டும்.. அந்த வெறி பிடித்த சக்கிலி நாய் ரஞ்சித்தை தமிழ்நாட்டை விட்டே விரட்ட வேண்டும். இதற்காகவாவது  வன்னியர், தேவர், கவுண்டர், நாடார் என அனைவரும் இனைய வேண்டும்..!",Mixed_feelings,love
Keanu reaves fans sarbaga padam vetri pera vaazhuthukkal,Positive,surprise
"24 வயது பையன் 13 to 16 வயது பெண்ணை காதலிக்குறான் , \r ஏன் 22 வயது பெண்கள் கண்களுக்கு தெரியவில்லையா /\r ஏன் அவன்  இனத்தில் பெண்கள் இல்லையா ? \r பாதிக்கப்பட்ட சமுதாயத்தில் ஏழை வீட்டு பெண்கள் இல்லையா ?\r பாதிக்கப்பட்ட சமுதாயத்தில் பணக்கார வீட்டு பெண்கள் தான் உள்ளனரா ? \r அந்த பெண் 15 வயது இருக்கும் பொழுது ஓடி போய் கல்யாணம் செய்வதன் அவசியம் ?\r ஏன் 18 வயது தொட்ட அந்த நாள் ஓடி போய் ரெஜிஸ்டர் கல்யாணம் செய்து கொள்ள வேண்டும் அதுவும் இரண்டு வக்கீல்களுடன் , \r வக்கீல்கள் எங்கிருந்து வந்தனர் . விடை தெரியாத கேள்விகளுக்கு விடை தெரியும் என்று உள்ளோம் .",unknown_state,neutral
படம் வெற்றி அடைய வாழ்த்துக்கள்.....நாடக கும்பலுக்கு சரியான சவுக்கடியாக இருக்கட்டும்,Mixed_feelings,disgust
"Myru thayvar, udayar, vanniyar, goundar nu vanthutanga..  Oru road sari illai, padichavanuku vaylai illai, govt sari ellai, petrol rate kudittu poguthu, vegetables rate kuduthu... Etha thatti kaytka oruthanum illai..  Pottachi luv pannurala.. Pannalaianu veeram katta poranga..  Thuuuu..  Police Karan lathi edutha vittukkula poi pondattai pinnadi oliura paiyalvo thana neenga ellarum..  Vada nattu karanuku kuja thukura paiyalvo.. Kasuku vote pottura naiykal.. Paycha paru..  Atharavu thayrivingalam..  First poi unnoda oru la thanni olunga varuthanu parthu unnoda veeratha political person kitta kattu",unknown_state,sadness
யாரெல்லாம் Comds வந்து இந்த படத்தை பத்தி அசிங்கமா பேசுரனோ.....ஒம்மல ஓக்க அவன்தான் ... நாடக காதல் ......,Negative,anger
Moola illatha nayinga thanda jathikaga adichinu savinga thu...,unknown_state,surprise
படம் வெற்றி சிறந்த வெற்றிப்படமாக அமைய வாழ்த்துகள் நண்பா,Positive,joy
பெண்கள் மீது வஞ்ஜகமாக கைய வைக்கறவன் எந்த சாதிக்காரனா இருந்தாலும் அவன் தலை தரையில உருளனும்.....நான் நடராசக்கவுண்டர்,unknown_state,love
அடங்குனா அடங்க கூடாதுனு எங்கன்னா சொல்லருக்காப்ல ...   சிருத்தை குட்டி 🤣🤣🤣,unknown_state,surprise
தேவர் சமூகம்  சார்பாக  வாழ்த்துக்கள்...........,Positive,neutral
Bgm Mind le Odite irukku...   குருமா பாவம். இவ்வளவு கம்மியான பட்ஜெட்டில் தரமான சம்பவம் ...,unknown_state,disgust
Engaluku mannu ponnu 2um mukkiyam sema geththu dialogue,Positive,sadness
தூத்துக்குடி மாவட்டம் ரொட்டியார் மக்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,Positive,anger
ஒரு முதலியாராக இந்த திரைக்காவியத்தை கண்டு வியக்கிறேன்!,unknown_state,surprise
First real aambilai director in tamil cinema...,unknown_state,joy
தரமான டிரைலர்  திரைப்படம் வெற்றி பெற நல்வாழ்த்துக்கள்,Positive,love
தென்மாவட்டம் எங்க  மறவர் வெள்ளாளர் நாயக்கர்  நாடார் கோனார் கோட்டை...,unknown_state,surprise
திருவாரூர் மாவட்டம் அகமுடையார் சார்பாக படம் மாபெரும் வெற்றி பெற வாழ்த்துக்கள்,Positive,neutral
திருவண்ணாமலை மாவட்டம் வன்னியர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் waiting for movie,Positive,disgust
ஒரு சமுகத்தை கீழ்தரமாக வச்சி இருப்பவர்கள் சிந்திக்க வேண்டிய தருணம் இது நீயாக திருந்து இல்லை திருத்தப்படுவாய் தலித்துகள் கவணத்திற்கு,unknown_state,sadness
புதுக்கோட்டை கோனார் சமூகத்தின் சார்பாக படம் மாபெரும்  வெற்றியடைய வாழ்த்துக்கள்....,Positive,anger
அண்ணன் நீங்க சொன்னிங்க 5 லட்சம் பேர் பார்த்தா போதும்னு....ஆனால் இங்க 20 லட்சம்....அதாவது #2M views வேற லெவல்....,unknown_state,surprise
இங்கு இந்த படத்துக்கு எதிர்ப்பு தெரிவித்து கமெண்ட்ஸ் இல்லாமல் இருப்பது மகிழ்ச்சி....சாதிகள் உள்ளதடி பாப்பா ...,unknown_state,joy
"பெண்களுக்கு எது பிரச்சனை?\r \r நாடக காதலா? வரதட்சணை கொடுமையா? வன்புனர்வா? ஆசைக்கு இணங்கியவுடன் அதை காணொளியாக எடுத்து வைத்துக்கொண்டு மிரட்டுவதா?\r \r இந்த பிரச்சைகளில் எதில் மாட்டினாலும் ஏன் ஒரு பெண்ணால் மீண்டு வர முடியவில்லை?\r \r நண்பர்கள் கருத்தை தெரிவிக்கலாம், என் கருத்தை பின்னர் தெரிவிக்கிறேன் .   ஆண்களுக்கு ஏன் இந்த பிரச்சனை இல்லை?   யாராவது ஆண்களை பாதுகாக்குணும்னு கெளம்பி இருக்காங்களா?",unknown_state,love
படம் வெற்றிபெற தூத்துக்குடி நாடார்  வம்சம் சார்பாக வாழ்த்துக்களை தெரிவிக்கின்றோம்,Positive,surprise
தேவேந்திர குல வேளாளர் மக்கள் சார்பில் இந்த படம் வெற்றி பெற மனமார்ந்த வாழ்த்துக்கள் தெரிவித்து கொள்கிறேன்...,Positive,neutral
எனக்கு தெரிஞ்சதே நாலு சாதி பெயர் தாண்டா கமெண்ட்ல 400 சாதி பெயருக்கு மேல இருக்கு  ஆனா ஒன்னு டா சாதி சாதினு ஏன்டா இப்படி அழுவுறீங்க சாதியால  உங்களுக்கு என்னடா யூஸ் இருக்கு உன் மனசாட்சிய தொட்டு சொல்லு உன் சாதில இருக்குற எல்லாவனும் வசதியா வாழுறானு பாதி பேருக்கு மேல கஷ்டப்பட்டுட்டு தான் இருக்கான் ஆனா உன் சாதி தலைவன் வசதியா சந்தோசமா இருப்பான் இது கூட தெரியாம தற்குறி நாய்ங்கலா இருக்காதீங்கடா  எந்த சாதினாலும் நா சொன்னது தான் நெசம்,unknown_state,disgust
Intha padathoda hero Anbu mani ramadas mathiriyum villain 2:00 thirumavalavan mathiri irukanga same blue sattai kannadi full hand button potrukanga..   Thiruma meeting venumna eduthu parunga same apdiye irukanga,unknown_state,sadness
எங்களுக்கு மண்ணும் ஒன்னுதான் பொண்ணும் ஒன்னு தான்  யாரு கைய வச்சாலும் கைய வெட்டுவோம் 🤣🤣🤣 ஏன்டா 50 ருபா குடுத்தா அவளுகளே வந்துருவாளுக...,Positive,anger
Makkale nadaga kadhal nadaga kadhalnu soldranga Na nerla pathruken...    Panjayathu pesi amnt vangitu pechu varatha nadatharanga avanga sidela irunthu  ...  Appothan theriyum nadaga kadhalna ennanu..  Unmaya luv panna yen amnt vangitu vidanum...,unknown_state,surprise
மோகன் அண்ணா வாழ்த்துக்கள்  படம் வெற்றி பெர வாழ்த்துக்கள்,Positive,joy
Kammalar samuka makkal sarpaka valthukal anna,Positive,love
நெல்லை மாவட்டம் சேனைத்தலைவர் சமுதாயம் சார்பில் பாராட்டு மற்றும் படம் வெற்றி பெற வாழ்த்துக்கள்,Positive,surprise
பட்டங்கட்டிமறவர் சமுதாயம் சார்பாக படம் வரலாறு காணத வெற்றி பெற வாழ்த்துக்கள்....!,Positive,neutral
மதுரை மாவட்டம் அனைத்து தேவர் சமுதாயம் படம் வெற்றி பெரும் வாழ்த்துகள்,Positive,disgust
Intha movie ku kandipa aatharavu tharanum.thairiyama nadicha ellarukum ennoda vaalthukal.intha movie director vaalga,Positive,sadness
சாதிகளை களை எடுக்கும் காவியமாக இருக்க வாழ்த்துகிறேன்,Positive,anger
பகுத்தறிவு என்பது சிறிதும் எதிர்பார்க்காத  முடியவில்லை......ஏன்?,unknown_state,surprise
Yenda malamatu punda unaku புரட்சி panradhuku வேர பிரச்சனை இல்லையா,unknown_state,joy
Adhu epdi டா ungakitta panam iruku panam இல்லாதவங்க உங்க ponna கல்யாணம் panni பணகாரkala aagurangala olmari punda ஜாதி verila படம் punda eduka adha avlo உன் koodhila kolupu இருந்த அந்த ஜாதிக்காரன் மட்டும் படம் pakkanum ட்ரைலர் பாக்கணும்னு recoment pannuda pundamavane எல்லாரும் thevidiya பசங்க dhana,Negative,love
"அசுரன் சாதனை best actor தனுஷ், best director வெற்றிமாறன்",Positive,surprise
"Mohan g sir ennuduya command ninga parkkanun...  College nadakura  scholarship idaothikkidu, salugai,vellai vaippu itha pathi intha movi la oru Sean iruntha innum nalla irukum pls... Mudinja add psnnuga.. Na romba bathikka pattu irukkan. Enna mathiri neriya peru irukanga",unknown_state,neutral
திருநெல்வேலி தேவர் சமுதாயம் சார்பில் படம் வெற்றி பெற வாழ்த்துக்கள்,Positive,disgust
தேனி மாவட்டம் வீரபாண்டி வெள்ளாளர் முன்னேற்ற கழகம் சார்பாக வாழ்த்துக்கள்,Positive,sadness
அசுரன் 100 கோடிக்கு மேல் சாதனை. ஆனால் இந்த படத்துக்கு பார்ப்போம் மக்கள் ஆதரவு யாருக்குனு. இவர்கள் நடித்ததர்க்கு வெட்கப்படனும்,Negative,anger
"மதுரை முக்குலத்தோர் சார்பாக வாழ்த்துக்கள். டிரெய்லர் சிறப்பு மிகச்சிறப்பு....,,,",Positive,surprise
"#பரியனும்,#அசுரனும் ஒரு சமுதாய மக்களின் குமுறல் என்றால் #திரௌபதி மற்ற சமுதாய மக்களின் ஆள்மன குமுறல்கள்...  இது சாதிவெறினா அதுவும் சாதிவெறி தான்...",unknown_state,joy
பல கோமாளிகள் சேர்ந்தாலும் அசுரனை ஆட்ட முடியாது டே..ன் டடட்டட டே..ன் டட டன் டடன்,unknown_state,love
Every 90's and 2k girls பார்க்க வேண்டிய திரைப்படம் வெற்றிபெற வாழ்த்துக்கள்,Positive,surprise
நாடக காதல் கம்பனி முதலாளியை தரமா வசுசி செஞ்சிரிக்கு,unknown_state,neutral
எண்ணம் போல் வாழ்க்கை ----- பறையன் அசுரன் சார்பாக க்க க்க க்க....,Positive,disgust
Sivagangai district verakudi vellalargal sarpaga padam vettri ataiya valthukal,Positive,sadness
"திரௌபதி படத்தின் தயாரிப்பாளர மிரட்டி காட்சிய நீக்கிடலாம் அண்ணே ...  கபோதி  அது  Crowd Funding  ல தயாரிச்சு இருக்காங்க டா ...  தடையே வாங்கினாலும் வீட்டுக்கு ஒரு CD , அப்பனும் / மகளும் சேர்ந்து பாருங்கன்னு , பிரீயா கொடுப்பாங்க போல காவிப்பயலுக ...  பணம் எல்லாம் முக்கியம் இல்லையாம் ...   Youtube Trailer  கமெண்ட்ல ஒருத்தன் 5 வட்டிக்கு வாங்கியாவது 200 பேர, சொந்த செலவுல இந்த படத்தை பார்க்க வைப்பேன்னு போட்டு இருக்கான் டா ...",unknown_state,anger
நாடக காதலை தோலுரித்து காட்டிய படக்குழுவினருக்கு நெஞ்சார்ந்த பாராட்டுகள்.,Positive,surprise
சென்னை வாழ் நாடார் சங்கம் சார்பில் படம் வெற்றி பெற வாழ்த்துக்கள்,Positive,joy
2 Million views ..அனைத்து சாதியினர் குடும்பங்களின் சார்பாக ( திரு மாமா & பீ . ரஞ்சித் சாதியை தவிர்த்து)   நன்றியை தெரிவித்துக் கொள்கிறோம் இயக்குனர் அவர்களே ...,unknown_state,love
2 million views 18k comments,not-Tamil,surprise
Yaar inda kurma blue boys ellarum comments la adan pottu irukanga,unknown_state,neutral
Middle finger for all caste veriyans.,unknown_state,disgust
"Padikkathadhu un thappu.....sema comedy..........  Nanga neraiya peru graduate degree vangunavanga....  Theruvukku theru 4,5 lawyers iruppom nanga.....  Aanda parambarai nu sollittu irukkavanga,meesaya murukkuvanga,aana padikkama kooli velai senjittu iruppanga....appadi than padathula kattuvanga,like kuttipuli,marudhu....  Thevarattam pondra paduthula lawyer a kattuna kooda,kadaisila  kolaikarana thirumpi vanga nu kattuvanga.....  Ungala padikkatha tharkuri kattumirandi kolaikarana mathuranga like kutty puli,marudhu,throwpathi....  Future la endha samugam padichu irukkum,endha samugam padikkatha kattimirandi kootama irukkum....  Nan solradhu unmaiya illayanu neengaley mudivu seidhu kollungal......             -  Equality.....for ....alll...",unknown_state,sadness
Jaathi pera solli vaalthu solliye aaganuma enna..maanangettavauga.. Eppathanda olikka poringa..asingama illaya..,unknown_state,anger
Jaathi vendamnu thanda padame varuthu... Appavum avavan jaathiya vachu thanada vaalthu solringa.. Karumam...poi nalla Aani pudungunga ponga...,Negative,surprise
அசுரன் படத்திற்கு சுடலை திமுக கருத்து சொல்லி மூலப்பத்திரம் எங்க மாட்டிக்கிட்ட  இப்போ இந்த படத்துக்கு கருத்து சொல்லிப்பாரு திமுக சுடலை,unknown_state,joy
"பரியேரும் பெருமாள், அசுரன் படங்களை எற்றுக் கொண்ட நாம் இந்த படத்தையும் ஏற்றுக் கொள்ள தான்  வேண்டும்.",Negative,love
தென்காசி மறவர்கள் சார்பாக படம் வெற்றியடைய வாழ்த்துக்கள்,Positive,surprise
"Jathi vishayathula bhramin kooda serum.. MUSLIM & Christian  nu illama kuruma pondra koolikku maaradikkum gumball ellarukkum idhu ouru yecharikkai..  Hindus thaan da mudhal jathi..mass da naanga..enga Birth certificate la naadar, mudhaliyar, chettiyar, vanniyar, gounder, bhramin etc nu irundhalum RELIGION/NATIONALITY la naanga HINDUS da..Naanga saamiya namburavanga..Avan sombu thookigala chumma vida mattan da kuruma & Pichakara panjith",unknown_state,neutral
#திரெளபதி திரைப்படம் #நாடக காதல் company நடத்தி வரும் திருமா குருப்பை உலகிற்கு வெளிச்சம் போட்டு காட்டிய ஆண் மகன்களுக்கு நன்றி#குமரி வெள்ளாளர் இளைஞர்கள் படத்திற்கு முழு ஆதரவு தருவோம்  #கவலை வேண்டாம்,unknown_state,disgust
மாமா பய குருமாவுக்கு நல்ல செருப்படி கொடுக்கும் இத்திரைப்படம் வெற்றியடைய எடப்பாடி கொங்கு வெள்ளாள கவுண்டர் சார்பாக வாழ்த்துக்கள்,Positive,sadness
ஏதோ சாதிய எதிர்க்கிறது போல டைலர் இருக்குன்னு சொன்னார்கள் ஆனால் இங்கே பார்த்தால் சாதியின் கொடூரம் தான் தெரிகிறது இதையும் தலையில் தூக்கி வைக்க ஒரு சாதி கூட்டம் கடைசிவரை சாதி எனும் சாக்கடையில் தான் தமிழ் சினிமா தமிழன்  எத்தனை எத்தனை ஆயிரம் சினிமாவோ பெரியாரோ வந்தாலும் சாதி வெறியை ஒலிக்க முடியாது  இதில் பெண்களின் பாதுகாப்பாம் ஏன் இது வரை நடந்த சாதிகொலையை எந்தவொரு பெண்ணும் பார்த்தது இல்லையா  ?? ஏமாறுபவன் இருக்கும் ஏமாற்றம் நடக்கும் உலக நியதி,Positive,anger
மண்ணும் பொண்ணும் ரெண்டும் முக்கியம் அதுல எது மேல கையவச்சாலும் கைய வெட்டுவோம்....Dialogue Verrraaaa LeveLLLLLதேவராட்டம் 2,Positive,surprise
இது ஏதோ வில்லங்கமான கதை போல இருக்குப்பா,unknown_state,joy
இது தலீத் திருமா கூறியதுதானே பிற ஜாதிபொன்னை காதலிப்பது. ஏனென்றால் அவர்கள் ஜாதியில் பெண்கள் என்று யாருமே இல்லை.,unknown_state,love
இந்த மாதிரி கீழ்த்தரமானவங்கள இப்படிதான் கொடுரம கொள்ளனும்...... Super.....,Positive,surprise
தரமான டிரைலர்....  திரைபடம் வெற்றி பெற வாழ்த்துக்கள்...,Positive,neutral
Ulagam podhuvanadhu.. .thazhthapattavargaluku kudukapadum privilege avargal vazkhai munnetrathirku mattume. .  Matravargal vazhvai kedupadharku alla. .   Jadhiya kodumaigalai padamakka urimai undenil. .   Jadhiya thavarugalai padamakkavum urimai undu. .   Padam vetri pera vazthukkal. .,Positive,disgust
அண்ணண் திருமா நாடக காதல் மேட்டர்மோனி நடத்துறார புரோக்கரா..  இப்படி சிசிடிவி படம் மாதிரி எடுத்து இருக்கீங்க தோழர்..    criminals always criminals even  he born and brought from slum - Dr.Ambethkar,unknown_state,sadness
தற்போதைய சமுதாயத்திற்கு தரமான காவியம்...திரௌபதிபடம் வெற்றி விழா காண நாஞ்சில் நாட்டு வெள்ளாளர் சமுதாயம் சார்பாக வாழ்த்துக்கள்...,Positive,anger
Trailera summa therikutha padama varatum aprm irruku,unknown_state,surprise
டேய் புண்டைகளா மொத படம் பாருங்கடா அப்பொராம் கமெண்ட்ல சாதி சண்ட போடுங்கடா.... ஊம்பிக.... நான் அந்த ஊம்பி இந்த ஊம்பினு சொல்லிட்டு இருக்கானுங்க.... இப்டியே ஊம்புனா வேலைக்கு பானிபூரி பீடா வாயனுங்கள எல்லாரும் ஊம்ப வேண்டியது தான்.... சுண்ணிக.... Tnpsc railway வேலைக்கு நக்கிட்டு திரியபோரோம்.....,unknown_state,joy
உன் சமூகத்தை உயர்த்த வேண்டும் என்றால் நல்லா படி உழைத்து முன்னுக்கு வா நீ உயர்ந்தால் உன் சமூகமும் உயரும்  அதை விட்டுவிட்டு மற்றவர்கள் பெண்பிள்ளைகளை இழுத்துகொண்டு ஓடிவிட்டு ஜாதியை ஒழிக்கிறேன்னு சொல்லி நாடகம் போட்டால்  ஒருநாள் மொத்த சமூகமும் நாடககாதலர்கள் எதிர்ராக குறல் கொடுக்கும் மொத்த சமூகத்தின் ஒற்றுமையே  Mohan G Kshatriyan  #திரெளபதி,unknown_state,love
ஸ்டாலின் கும்பல் முதல இந்த படத்தை பார்க்கவும்,Mixed_feelings,surprise
ஒட்டுமொத்த twitter ID களும் திரௌபதியை ஆதரித்தால்  எங்குதான் சென்று கதறுவது? நாடக காதல் கும்பல் புலம்பல்..!!,unknown_state,neutral
